object,min_time,max_time,min_flux,max_flux,error1,masked_error1,error2,masked_error2,error3,masked_error3,mean,combined_amplitude,amplitude1,frequency1,hshift1,amplitude2,frequency2,hshift2,amplitude3,frequency3,hshift3,normalized_error1,normalized_masked_error1,normalized_error2,normalized_masked_error2,normalized_error3,normalized_masked_error3,normalized_mean,normalized_combined_amplitude,normalized_amplitude1,normalized_frequency1,normalized_hshift1,normalized_amplitude2,normalized_frequency2,normalized_hshift2,normalized_amplitude3,normalized_frequency3,normalized_hshift3
11,131.5120452097326,164.983709005508,49117.652,49162.633,16.571484776821695,17.18155566806624,17.513815537661625,23.279910268945088,17.740835801990126,26.13182350995066,49138.77540013097,6.679001773495886,4.696404555787078,0.40272042973639943,15.601853899719574,3.8355497846079563,0.20136021486819972,31.203707799439147,2.800251200970627,1.8122419338137976,3.467078644382127,17.31731280126774,0.39385055856077256,18.58093238591369,0.5498673986504791,19.114585574957506,0.6198871115637778,0.4696071703824735,0.14848495528102804,0.10440862932765174,13.479722827826949,0.46612125393326737,0.08527044273377596,6.7398614139134745,0.9322425078665347,0.06225408952603637,60.65875272522126,0.10358250087405943
12,120.53912173622666,130.22494167956756,59048.65,59108.15,16.733962129076396,33.745068505242386,17.708266650394947,39.338165283888166,17.825247278644664,42.09470478463959,59074.83186651584,12.31918779847888,11.356424490230356,0.6956636477100732,9.031929910182953,4.038970661230464,1.3913272954201463,4.515964955091476,2.545727167158071,2.0869909431302194,3.0106433033943176,20.21745045749279,0.7853353638375458,20.197594000633565,0.8178804980764331,20.484886752651068,0.8670014272128589,0.44003137001404585,0.20704517308367865,0.19086427714672868,6.738072832847506,0.9324899660552223,0.06788185985261283,13.476145665695013,0.46624498302761114,0.042785330540471775,20.214218498542518,0.3108299886850741
13,120.64136609129493,130.24549478304107,1792504.9,1793462.9,12.741041656276877,421.8890348732831,13.769666544519874,460.45747659225293,14.157478800911843,500.9333452399006,1792882.2102325582,177.65902466013577,141.66140155476782,0.71507403204287,8.786761965372136,85.56875500599139,7.8658143524715705,0.7987965423065578,64.59693893253903,1.43014806408574,4.393380982686068,13.290742669257117,0.47709940950772056,14.694238513743132,0.5822074737906401,14.458133730703434,0.6048697875636606,0.3938520172841743,0.1854478336744632,0.14787202667512298,6.867663027865527,0.9148942342810904,0.0893202035553146,75.5442933065208,0.08317220311646277,0.06742895504440398,13.735326055731054,0.4574471171405452
14,120.5391271280605,130.2454249043949,222724.67,222868.14,14.913616032656002,57.596658888231104,15.599155143349947,92.9491522156804,15.834259610808557,97.2707175683935,222785.87286353472,25.952009905557116,17.10645206908109,2.063637161216945,3.0447141703313463,16.49324435801661,1.3757581074779635,4.567071255497019,10.433072715797541,0.6878790537389817,9.134142510994039,15.277376784766773,0.41179631770767466,16.504176300324698,0.6965826735691465,17.32591936383519,0.8336145037435712,0.4265899737552296,0.1808880595633715,0.11923365211598909,20.030276789081057,0.3136843975418596,0.11495953410480574,13.353517859387372,0.4705265963127894,0.07271954217465294,6.676758929693686,0.9410531926255788
15,131.51176318680518,164.98314203273912,45261.76,45330.344,10.599120501105105,20.403470077802943,11.813927631554911,27.165524814905382,11.840342937691851,28.654394668473714,45284.96738046274,8.883691515207204,7.274155868098478,0.19760937984296786,31.79598717516637,4.069603502668206,0.7904375193718715,7.948996793791593,3.0732651488349694,0.3952187596859357,15.897993587583185,11.23111256899059,0.3247548626753104,11.513132964078174,0.4110717992253221,12.359855659398116,0.4944841575361171,0.3383789289444269,0.12953008741408806,0.10606199504401871,6.614258416234038,0.9499455436694361,0.05933750587117234,26.45703366493615,0.23748638591735902,0.04481023487745217,13.228516832468076,0.47497277183471803
16,120.53888639700745,130.24513021309394,275554.28,275859.97,19.111446340837645,192.89667239344257,17.03756799661705,128.93099032563453,16.223198912738294,131.19996927845273,275673.01229580573,66.47374352920728,53.59630991954987,0.5090790760493441,12.34225801606226,32.65708745347592,0.33938605069956274,18.51338702409339,21.902255154445033,1.0181581520986882,6.17112900803113,18.359803202577996,0.6461180460830502,22.291488413566295,1.1699588431112316,23.680637644657423,1.2507313678689171,0.38840752332668366,0.21745475327691263,0.1753289604486887,4.941245633802975,1.2715792277551283,0.10683073523334712,3.29416375586865,1.9073688416326922,0.07164858240193997,9.88249126760595,0.6357896138775642
17,131.51170357028604,164.98318258496874,29465.027,30366.572,28.636139382475505,1003.7414919730547,28.5000741329084,1301.6014797477908,31.818260530785007,1478.916426845212,29996.994214743587,288.97518081260495,208.60967241740246,0.5913064049317371,10.6259381849668,172.4390861280679,1.1826128098634743,5.3129690924834,101.25917871925758,0.3942042699544914,15.9389072774502,27.996472921998507,1.0824538173411826,30.6015935036346,1.2688439811057162,30.22116009211626,1.2815241865393077,0.5900617437217115,0.320533285429573,0.23139130317111406,19.791899923920113,0.3174624634993151,0.1912706366604746,39.583799847840226,0.15873123174965756,0.11231738706249533,13.194599949280075,0.47619369524897265
18,120.53852842780908,130.24490460613742,55839.73,55902.72,15.412677114578887,28.35197864771771,17.4723954881187,38.87270955924595,18.615970706103045,43.78910654984001,55859.178874157304,9.41017397224916,6.06117025252201,0.6909655856516753,9.093340446548694,5.800305642101195,1.3819311713033506,4.546670223274347,4.262633436755599,2.0728967569550263,3.031113482182898,15.78651392448292,0.4635636378711852,18.222863408592023,0.6828852920958038,18.82841218633722,0.8373008123469512,0.3087612979409589,0.1493915537744001,0.09622432532976989,6.706771900614114,0.9368419562031413,0.09208295986825497,13.413543801228228,0.46842097810157063,0.06767158972465052,20.120315701842344,0.3122806520677137
19,120.55975655592192,130.24575594079215,244324.83,244518.5,26.621934825329323,180.9333772046079,27.093902971146278,221.50029486557247,26.160180735599447,214.11237288858214,244419.21973333333,50.3360096974395,40.39972200795137,0.6832867314694511,9.195532443118282,24.724096499208486,2.049860194408353,3.0651774810394268,17.03805699716959,1.3665734629389021,4.597766221559141,19.873886784711807,0.7452873343383786,24.07375988658554,1.1043833051143293,23.20703182149721,1.0770693454223745,0.48737405552403157,0.25990607578580144,0.20860082618861306,6.618314860703093,0.9493633106648686,0.12766095161463753,19.85494458210928,0.3164544368882895,0.08797468372576273,13.236629721406185,0.4746816553324343
20,131.51264379077475,164.9840286421677,154731.34,154890.77,28.05415294568874,182.57715958200308,30.3210444972503,211.60272690451626,31.772752273955334,238.73816587767917,154807.50539559012,45.392435169329325,36.81392076155047,0.5982079759621156,10.503345925928443,21.803134819101555,0.39880531730807706,15.755018888892664,15.160201872802682,0.7976106346161541,7.877509444446332,30.38085876884652,1.1849173665941186,31.227716692847984,1.4475376930591106,31.4687621603004,1.5568123825482116,0.47773565571190724,0.28471702420705836,0.23090962028195502,20.02284938460079,0.3138007576490023,0.13675678867905988,13.348566256400526,0.47070113647350337,0.09509001990091792,26.69713251280105,0.23535056823675168
